Airline_Code,SourceAirportCityCountry,DestinationAirportCityCountry
MH,"Johor Bahru" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Kota Bahru" "Malaysia","Johor Bahru" "Malaysia"
MH,"Kota Bahru" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Kota Bahru" "Malaysia","Penang" "Malaysia"
MH,"Kota Bahru" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Krabi" "Thailand","Kuala Lumpur" "Malaysia"
MH,"Kuching" "Malaysia","Kota Kinabalu" "Malaysia"
MH,"Kuching" "Malaysia","Bintulu" "Malaysia"
MH,"Kuching" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Kuching" "Malaysia","Mukah" "Malaysia"
MH,"Kuching" "Malaysia","Miri" "Malaysia"
MH,"Kuching" "Malaysia","Mulu" "Malaysia"
MH,"Kuching" "Malaysia","Pontianak" "Indonesia"
MH,"Kuching" "Malaysia","Sibu" "Malaysia"
MH,"Kuching" "Malaysia","Singapore" "Singapore"
MH,"Kuching" "Malaysia",null null
MH,"Karachi" "Pakistan","Colombo" "Sri Lanka"
MH,"Osaka" "Japan","Kuala Lumpur" "Malaysia"
MH,"Kunming" "China","Kuala Lumpur" "Malaysia"
MH,"Kerteh" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Kathmandu" "Nepal","Kuala Lumpur" "Malaysia"
MH,"Kuantan" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Kuantan" "Malaysia","Penang" "Malaysia"
MH,"Kuantan" "Malaysia","Singapore" "Singapore"
MH,"Kudat" "Malaysia","Kota Kinabalu" "Malaysia"
MH,"Kudat" "Malaysia","Sandakan" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Adelaide" "Australia"
MH,"Kuala Lumpur" "Malaysia","Auckland" "New Zealand"
MH,"Kuala Lumpur" "Malaysia","Amsterdam" "Netherlands"
MH,"Kuala Lumpur" "Malaysia","Alor Setar" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Abu Dhabi" "United Arab Emirates"
MH,"Kuala Lumpur" "Malaysia","Kota Kinabalu" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Bangkok" "Thailand"
MH,"Kuala Lumpur" "Malaysia","Bangalore" "India"
MH,"Kuala Lumpur" "Malaysia","Brisbane" "Australia"
MH,"Kuala Lumpur" "Malaysia","Mumbai" "India"
MH,"Kuala Lumpur" "Malaysia","Bintulu" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Bandar Seri Begawan" "Brunei"
MH,"Kuala Lumpur" "Malaysia","Guangzhou" "China"
MH,"Kuala Lumpur" "Malaysia","Paris" "France"
MH,"Kuala Lumpur" "Malaysia","Jakarta" "Indonesia"
MH,"Kuala Lumpur" "Malaysia","Colombo" "Sri Lanka"
MH,"Kuala Lumpur" "Malaysia","Kochi" "India"
MH,"Kuala Lumpur" "Malaysia","Dhaka" "Bangladesh"
MH,"Kuala Lumpur" "Malaysia","Delhi" "India"
MH,"Kuala Lumpur" "Malaysia","Doha" "Qatar"
MH,"Kuala Lumpur" "Malaysia","Denpasar" "Indonesia"
MH,"Kuala Lumpur" "Malaysia","Darwin" "Australia"
MH,"Kuala Lumpur" "Malaysia","Dubai" "United Arab Emirates"
MH,"Kuala Lumpur" "Malaysia","Fuzhou" "China"
MH,"Kuala Lumpur" "Malaysia","Frankfurt" "Germany"
MH,"Kuala Lumpur" "Malaysia","Hanoi" "Vietnam"
MH,"Kuala Lumpur" "Malaysia","Hong Kong" "Hong Kong"
MH,"Kuala Lumpur" "Malaysia","Phuket" "Thailand"
MH,"Kuala Lumpur" "Malaysia",null null
MH,"Kuala Lumpur" "Malaysia","Seoul" "South Korea"
MH,"Kuala Lumpur" "Malaysia","Istanbul" "Turkey"
MH,"Kuala Lumpur" "Malaysia","Jeddah" "Saudi Arabia"
MH,"Kuala Lumpur" "Malaysia","Johor Bahru" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Kota Bahru" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Krabi" "Thailand"
MH,"Kuala Lumpur" "Malaysia","Kuching" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Osaka" "Japan"
MH,"Kuala Lumpur" "Malaysia","Kunming" "China"
MH,"Kuala Lumpur" "Malaysia","Kathmandu" "Nepal"
MH,"Kuala Lumpur" "Malaysia","Kuantan" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Labuan" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Langkawi" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","London" "United Kingdom"
MH,"Kuala Lumpur" "Malaysia","Madras" "India"
MH,"Kuala Lumpur" "Malaysia","Muscat" "Oman"
MH,"Kuala Lumpur" "Malaysia","Melbourne" "Australia"
MH,"Kuala Lumpur" "Malaysia","Male" "Maldives"
MH,"Kuala Lumpur" "Malaysia","Manila" "Philippines"
MH,"Kuala Lumpur" "Malaysia","Plaisance" "Mauritius"
MH,"Kuala Lumpur" "Malaysia","Miri" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Tokyo" "Japan"
MH,"Kuala Lumpur" "Malaysia","Beijing" "China"
MH,"Kuala Lumpur" "Malaysia","Penang" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Perth" "Australia"
MH,"Kuala Lumpur" "Malaysia","Phnom-penh" "Cambodia"
MH,"Kuala Lumpur" "Malaysia","Shanghai" "China"
MH,"Kuala Lumpur" "Malaysia","Siem-reap" "Cambodia"
MH,"Kuala Lumpur" "Malaysia","Yangon" "Burma"
MH,"Kuala Lumpur" "Malaysia","Sibu" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Sandakan" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Ho Chi Minh City" "Vietnam"
MH,"Kuala Lumpur" "Malaysia","Singapore" "Singapore"
MH,"Kuala Lumpur" "Malaysia","Sydney" "Australia"
MH,"Kuala Lumpur" "Malaysia","Tashkent" "Uzbekistan"
MH,"Kuala Lumpur" "Malaysia","Kuala Terengganu" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Taipei" "Taiwan"
MH,"Kuala Lumpur" "Malaysia","Tawau" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Ko Samui" "Thailand"
MH,"Kuala Lumpur" "Malaysia","Xiamen" "China"
MH,"Los Angeles" "United States","Tokyo" "Japan"
MH,null null,"Marudi" "Malaysia"
MH,"Labuan" "Malaysia","Kota Kinabalu" "Malaysia"
MH,"Labuan" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Labuan" "Malaysia","Miri" "Malaysia"
MH,"Lahad Datu" "Malaysia","Kota Kinabalu" "Malaysia"
MH,"Langkawi" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Langkawi" "Malaysia","Penang" "Malaysia"
MH,"Langkawi" "Malaysia","Singapore" "Singapore"
MH,"Langkawi" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Long Datih" "Malaysia","Marudi" "Malaysia"
MH,"Long Datih" "Malaysia","Miri" "Malaysia"
MH,"London" "United Kingdom","Dallas-Fort Worth" "United States"
MH,"London" "United Kingdom","Helsinki" "Finland"
MH,"London" "United Kingdom","New York" "United States"
MH,"London" "United Kingdom","Kuala Lumpur" "Malaysia"
MH,"London" "United Kingdom","Raleigh-durham" "United States"
MH,"Long Akah" "Malaysia","Marudi" "Malaysia"
MH,"Long Akah" "Malaysia","Miri" "Malaysia"
MH,"Limbang" "Malaysia","Miri" "Malaysia"
MH,"Lawas" "Malaysia","Kota Kinabalu" "Malaysia"
MH,"Lawas" "Malaysia","Bakalalan" "Malaysia"
MH,"Lawas" "Malaysia","Miri" "Malaysia"
MH,"Madras" "India","Kuala Lumpur" "Malaysia"
MH,"Muscat" "Oman","Abu Dhabi" "United Arab Emirates"
MH,"Muscat" "Oman","Kuala Lumpur" "Malaysia"
MH,"Melbourne" "Australia","Kuala Lumpur" "Malaysia"
MH,"Miami" "United States","London" "United Kingdom"
MH,"Mukah" "Malaysia","Kuching" "Malaysia"
MH,"Mukah" "Malaysia","Miri" "Malaysia"
MH,"Male" "Maldives","Colombo" "Sri Lanka"
MH,"Male" "Maldives","Kuala Lumpur" "Malaysia"
MH,"Manila" "Philippines","Kuala Lumpur" "Malaysia"
MH,"Plaisance" "Mauritius","Kuala Lumpur" "Malaysia"
MH,"Marudi" "Malaysia","Bario" "Malaysia"
MH,"Marudi" "Malaysia",null null
MH,"Marudi" "Malaysia","Long Datih" "Malaysia"
MH,"Marudi" "Malaysia","Long Akah" "Malaysia"
MH,"Marudi" "Malaysia","Miri" "Malaysia"
MH,"Marudi" "Malaysia","Long Seridan" "Malaysia"
MH,"Miri" "Malaysia","Bario" "Malaysia"
MH,"Miri" "Malaysia","Kota Kinabalu" "Malaysia"
MH,"Miri" "Malaysia","Bintulu" "Malaysia"
MH,"Miri" "Malaysia","Kuching" "Malaysia"
MH,"Miri" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Miri" "Malaysia","Labuan" "Malaysia"
MH,"Miri" "Malaysia","Long Datih" "Malaysia"
MH,"Miri" "Malaysia","Long Akah" "Malaysia"
MH,"Miri" "Malaysia","Limbang" "Malaysia"
MH,"Miri" "Malaysia","Lawas" "Malaysia"
MH,"Miri" "Malaysia","Mukah" "Malaysia"
MH,"Miri" "Malaysia","Marudi" "Malaysia"
MH,"Miri" "Malaysia","Mulu" "Malaysia"
MH,"Miri" "Malaysia","Long Seridan" "Malaysia"
MH,"Miri" "Malaysia","Sibu" "Malaysia"
MH,"Mulu" "Malaysia","Kota Kinabalu" "Malaysia"
MH,"Mulu" "Malaysia","Bandar Seri Begawan" "Brunei"
MH,"Mulu" "Malaysia","Kuching" "Malaysia"
MH,"Mulu" "Malaysia","Miri" "Malaysia"
MH,"Tokyo" "Japan","Kota Kinabalu" "Malaysia"
MH,"Tokyo" "Japan","Dallas-Fort Worth" "United States"
MH,"Tokyo" "Japan","Kuala Lumpur" "Malaysia"
MH,"Tokyo" "Japan","Chicago" "United States"
MH,"Long Seridan" "Malaysia","Marudi" "Malaysia"
MH,"Long Seridan" "Malaysia","Miri" "Malaysia"
MH,"Chicago" "United States","Atlanta" "United States"
MH,"Chicago" "United States","Paris" "France"
MH,"Chicago" "United States","Tokyo" "Japan"
MH,"Beijing" "China","Kuala Lumpur" "Malaysia"
MH,"Penang" "Malaysia","Bangkok" "Thailand"
MH,"Penang" "Malaysia","Banda Aceh" "Indonesia"
MH,"Penang" "Malaysia","Phuket" "Thailand"
MH,"Penang" "Malaysia","Kota Bahru" "Malaysia"
MH,"Penang" "Malaysia","Kuantan" "Malaysia"
MH,"Penang" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Penang" "Malaysia","Langkawi" "Malaysia"
MH,"Penang" "Malaysia","Singapore" "Singapore"
MH,"Penang" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Penang" "Malaysia","Ko Samui" "Thailand"
MH,"Perth" "Australia","Kota Kinabalu" "Malaysia"
MH,"Perth" "Australia","Kuala Lumpur" "Malaysia"
MH,"Pekanbaru" "Indonesia","Kuala Lumpur" "Malaysia"
MH,"Phnom-penh" "Cambodia","Kuala Lumpur" "Malaysia"
MH,"Pontianak" "Indonesia","Kuching" "Malaysia"
MH,"Puerto Princesa" "Philippines","Kota Kinabalu" "Malaysia"
MH,"Shanghai" "China","Kota Kinabalu" "Malaysia"
MH,"Shanghai" "China","Kuala Lumpur" "Malaysia"
MH,"Raleigh-durham" "United States","London" "United Kingdom"
MH,"Siem-reap" "Cambodia","Kuala Lumpur" "Malaysia"
MH,"Yangon" "Burma","Kuala Lumpur" "Malaysia"
MH,"Riyadh" "Saudi Arabia","Doha" "Qatar"
MH,"San Diego" "United States","Tokyo" "Japan"
MH,"Sibu" "Malaysia","Kota Kinabalu" "Malaysia"
MH,"Sibu" "Malaysia","Bintulu" "Malaysia"
MH,"Sibu" "Malaysia","Kuching" "Malaysia"
MH,"Sibu" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Sibu" "Malaysia","Miri" "Malaysia"
MH,"Sandakan" "Malaysia","Kota Kinabalu" "Malaysia"
MH,"Sandakan" "Malaysia","Kudat" "Malaysia"
MH,"Sandakan" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Sandakan" "Malaysia","Tawau" "Malaysia"
MH,"Ho Chi Minh City" "Vietnam","Kuala Lumpur" "Malaysia"
MH,"Singapore" "Singapore","Kota Kinabalu" "Malaysia"
MH,"Singapore" "Singapore","Ipoh" "Malaysia"
MH,"Singapore" "Singapore","Kuching" "Malaysia"
MH,"Singapore" "Singapore","Kuantan" "Malaysia"
MH,"Singapore" "Singapore","Kuala Lumpur" "Malaysia"
MH,"Singapore" "Singapore","Langkawi" "Malaysia"
MH,"Singapore" "Singapore","Penang" "Malaysia"
MH,"Singapore" "Singapore","Kuala Lumpur" "Malaysia"
MH,"Singapore" "Singapore","Tashkent" "Uzbekistan"
MH,"Sydney" "Australia","Kuala Lumpur" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Alor Setar" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Batam" "Indonesia"
MH,"Kuala Lumpur" "Malaysia","Johor Bahru" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Kota Bahru" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Kerteh" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Langkawi" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Penang" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Pekanbaru" "Indonesia"
MH,"Kuala Lumpur" "Malaysia","Singapore" "Singapore"
MH,"Kuala Lumpur" "Malaysia","Kuala Terengganu" "Malaysia"
MH,"Kuala Lumpur" "Malaysia","Ko Samui" "Thailand"
MH,"Tashkent" "Uzbekistan","Kuala Lumpur" "Malaysia"
MH,"Tashkent" "Uzbekistan","Singapore" "Singapore"
MH,null null,"Kuching" "Malaysia"
MH,"Kuala Terengganu" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Kuala Terengganu" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Taipei" "Taiwan","Kota Kinabalu" "Malaysia"
MH,"Taipei" "Taiwan","Kuala Lumpur" "Malaysia"
MH,"Taraken" "Indonesia","Tawau" "Malaysia"
MH,"Tawau" "Malaysia","Kota Kinabalu" "Malaysia"
MH,"Tawau" "Malaysia","Kuala Lumpur" "Malaysia"
MH,"Tawau" "Malaysia","Sandakan" "Malaysia"
MH,"Tawau" "Malaysia","Taraken" "Indonesia"
MH,"Ko Samui" "Thailand","Kuala Lumpur" "Malaysia"
MH,"Ko Samui" "Thailand","Penang" "Malaysia"
MH,"Ko Samui" "Thailand","Kuala Lumpur" "Malaysia"
MH,"Xiamen" "China","Kuala Lumpur" "Malaysia"
MI,"Bandung" "Indonesia","Singapore" "Singapore"
MI,"Kota Kinabalu" "Malaysia","Singapore" "Singapore"
MI,"Bangalore" "India","Singapore" "Singapore"
MI,"Balikpapan" "Indonesia","Singapore" "Singapore"
MI,"Kolkata" "India","Singapore" "Singapore"
MI,"Cebu" "Philippines","Davao" "Philippines"
MI,"Cebu" "Philippines","Singapore" "Singapore"
MI,"Coimbatore" "India","Singapore" "Singapore"
MI,"Chongqing" "China","Singapore" "Singapore"
MI,"Chiang Mai" "Thailand","Singapore" "Singapore"
MI,"Kochi" "India","Singapore" "Singapore"
MI,"Changcha" "China","Singapore" "Singapore"
MI,"Chengdu" "China","Singapore" "Singapore"
MI,"Danang" "Vietnam","Siem-reap" "Cambodia"
MI,"Danang" "Vietnam","Singapore" "Singapore"
MI,"Dili" "East Timor","Singapore" "Singapore"
MI,"Darwin" "Australia","Singapore" "Singapore"
MI,"Davao" "Philippines","Cebu" "Philippines"
MI,"Davao" "Philippines","Singapore" "Singapore"
MI,"Hanoi" "Vietnam","Singapore" "Singapore"
MI,"Phuket" "Thailand","Singapore" "Singapore"
MI,null null,"Singapore" "Singapore"
MI,"Yogyakarta" "Indonesia","Singapore" "Singapore"
MI,"Kuching" "Malaysia","Singapore" "Singapore"
MI,"Kunming" "China","Singapore" "Singapore"
MI,"Kathmandu" "Nepal","Singapore" "Singapore"
MI,"Kuala Lumpur" "Malaysia","Singapore" "Singapore"
MI,"Langkawi" "Malaysia","Singapore" "Singapore"
MI,"Praya" "Indonesia","Singapore" "Singapore"
MI,"Madras" "India","Singapore" "Singapore"
MI,"Manado" "Indonesia","Singapore" "Singapore"
MI,"Penang" "Malaysia","Singapore" "Singapore"
MI,"Pekanbaru" "Indonesia","Singapore" "Singapore"
MI,"Palembang" "Indonesia","Singapore" "Singapore"
MI,"Phnom-penh" "Cambodia","Singapore" "Singapore"
MI,"Siem-reap" "Cambodia","Danang" "Vietnam"
MI,"Siem-reap" "Cambodia","Phnom-penh" "Cambodia"
MI,"Siem-reap" "Cambodia","Singapore" "Singapore"
MI,"Yangon" "Burma","Singapore" "Singapore"
MI,"Singapore" "Singapore","Bandung" "Indonesia"
MI,"Singapore" "Singapore","Kota Kinabalu" "Malaysia"
MI,"Singapore" "Singapore","Bangalore" "India"
MI,"Singapore" "Singapore","Balikpapan" "Indonesia"
MI,"Singapore" "Singapore","Kolkata" "India"
MI,"Singapore" "Singapore","Cebu" "Philippines"
MI,"Singapore" "Singapore","Coimbatore" "India"
MI,"Singapore" "Singapore","Chongqing" "China"
MI,"Singapore" "Singapore","Chiang Mai" "Thailand"
MI,"Singapore" "Singapore","Kochi" "India"
MI,"Singapore" "Singapore","Changcha" "China"
MI,"Singapore" "Singapore","Chengdu" "China"
MI,"Singapore" "Singapore","Danang" "Vietnam"
MI,"Singapore" "Singapore","Dili" "East Timor"
MI,"Singapore" "Singapore","Darwin" "Australia"
MI,"Singapore" "Singapore","Davao" "Philippines"
MI,"Singapore" "Singapore","Hanoi" "Vietnam"
MI,"Singapore" "Singapore","Phuket" "Thailand"
MI,"Singapore" "Singapore",null null
MI,"Singapore" "Singapore","Yogyakarta" "Indonesia"
MI,"Singapore" "Singapore","Kuching" "Malaysia"
MI,"Singapore" "Singapore","Kunming" "China"
MI,"Singapore" "Singapore","Kathmandu" "Nepal"
MI,"Singapore" "Singapore","Kuala Lumpur" "Malaysia"
MI,"Singapore" "Singapore","Langkawi" "Malaysia"
MI,"Singapore" "Singapore","Praya" "Indonesia"
MI,"Singapore" "Singapore","Madras" "India"
MI,"Singapore" "Singapore","Manado" "Indonesia"
MI,"Singapore" "Singapore","Penang" "Malaysia"
MI,"Singapore" "Singapore","Pekanbaru" "Indonesia"
MI,"Singapore" "Singapore","Palembang" "Indonesia"
MI,"Singapore" "Singapore","Phnom-penh" "Cambodia"
MI,"Singapore" "Singapore","Siem-reap" "Cambodia"
MI,"Singapore" "Singapore","Yangon" "Burma"
MI,"Singapore" "Singapore","Solo City" "Indonesia"
MI,"Singapore" "Singapore","Semarang" "Indonesia"
MI,"Singapore" "Singapore","Surabaya" "Indonesia"
MI,"Singapore" "Singapore","Shenzhen" "China"
MI,"Singapore" "Singapore","Trivandrum" "India"
MI,"Singapore" "Singapore","Ujung Pandang" "Indonesia"
MI,"Singapore" "Singapore","Ko Samui" "Thailand"
MI,"Singapore" "Singapore","Vishakhapatnam" "India"
MI,"Singapore" "Singapore","Wuhan" "China"
MI,"Singapore" "Singapore","Xiamen" "China"
MI,"Solo City" "Indonesia","Singapore" "Singapore"
MI,"Semarang" "Indonesia","Singapore" "Singapore"
MI,"Surabaya" "Indonesia","Singapore" "Singapore"
MI,"Shenzhen" "China","Singapore" "Singapore"
MI,"Trivandrum" "India","Singapore" "Singapore"
MI,"Ujung Pandang" "Indonesia","Singapore" "Singapore"
MI,"Ko Samui" "Thailand","Singapore" "Singapore"
MI,"Vishakhapatnam" "India","Singapore" "Singapore"
MI,"Wuhan" "China","Singapore" "Singapore"
MI,"Xiamen" "China","Singapore" "Singapore"
MJ,"Abu Dhabi" "United Arab Emirates","Colombo" "Sri Lanka"
MJ,"Bahrain" "Bahrain","Colombo" "Sri Lanka"
MJ,"Bangkok" "Thailand","Colombo" "Sri Lanka"
MJ,"Bangalore" "India","Colombo" "Sri Lanka"
MJ,"Mumbai" "India","Colombo" "Sri Lanka"
MJ,"Jakarta" "Indonesia","Colombo" "Sri Lanka"
MJ,"Colombo" "Sri Lanka","Abu Dhabi" "United Arab Emirates"
MJ,"Colombo" "Sri Lanka","Bahrain" "Bahrain"
MJ,"Colombo" "Sri Lanka","Bangkok" "Thailand"
MJ,"Colombo" "Sri Lanka","Bangalore" "India"
MJ,"Colombo" "Sri Lanka","Mumbai" "India"
MJ,"Colombo" "Sri Lanka","Jakarta" "Indonesia"
MJ,"Colombo" "Sri Lanka","Kochi" "India"
MJ,"Colombo" "Sri Lanka","Dhaka" "Bangladesh"
MJ,"Colombo" "Sri Lanka","Delhi" "India"
MJ,"Colombo" "Sri Lanka","Dammam" "Saudi Arabia"
MJ,"Colombo" "Sri Lanka","Dubai" "United Arab Emirates"
MJ,"Colombo" "Sri Lanka","Mattala" "Sri Lanka"
MJ,"Colombo" "Sri Lanka","Madurai" "India"
MJ,"Colombo" "Sri Lanka","Jeddah" "Saudi Arabia"
MJ,"Colombo" "Sri Lanka","Kuala Lumpur" "Malaysia"
MJ,"Colombo" "Sri Lanka","Kuwait" "Kuwait"
MJ,"Colombo" "Sri Lanka","Madras" "India"
MJ,"Colombo" "Sri Lanka","Muscat" "Oman"
MJ,"Colombo" "Sri Lanka","Male" "Maldives"
MJ,"Colombo" "Sri Lanka","Riyadh" "Saudi Arabia"
MJ,"Colombo" "Sri Lanka","Mahe" "Seychelles"
MJ,"Colombo" "Sri Lanka","Sharjah" "United Arab Emirates"
MJ,"Colombo" "Sri Lanka","Singapore" "Singapore"
MJ,"Colombo" "Sri Lanka","Trivandrum" "India"
MJ,"Colombo" "Sri Lanka","Tiruchirappalli" "India"
MJ,"Kochi" "India","Colombo" "Sri Lanka"
MJ,"Dhaka" "Bangladesh","Colombo" "Sri Lanka"
MJ,"Delhi" "India","Colombo" "Sri Lanka"
MJ,"Dammam" "Saudi Arabia","Colombo" "Sri Lanka"
MJ,"Dubai" "United Arab Emirates","Colombo" "Sri Lanka"
MJ,"Mattala" "Sri Lanka","Colombo" "Sri Lanka"
MJ,"Mattala" "Sri Lanka","Jeddah" "Saudi Arabia"
MJ,"Madurai" "India","Colombo" "Sri Lanka"
MJ,"Jeddah" "Saudi Arabia","Colombo" "Sri Lanka"
MJ,"Kuala Lumpur" "Malaysia","Colombo" "Sri Lanka"
MJ,"Kuwait" "Kuwait","Colombo" "Sri Lanka"
MJ,"Madras" "India","Colombo" "Sri Lanka"
MJ,"Madras" "India","Mattala" "Sri Lanka"
MJ,"Muscat" "Oman","Colombo" "Sri Lanka"
MJ,"Male" "Maldives","Colombo" "Sri Lanka"
MJ,"Riyadh" "Saudi Arabia","Colombo" "Sri Lanka"
MJ,"Mahe" "Seychelles","Colombo" "Sri Lanka"
MJ,"Sharjah" "United Arab Emirates","Colombo" "Sri Lanka"
MJ,"Singapore" "Singapore","Colombo" "Sri Lanka"
MJ,"Trivandrum" "India","Colombo" "Sri Lanka"
MJ,"Tiruchirappalli" "India","Colombo" "Sri Lanka"
MK,"Bangalore" "India","Madras" "India"
MK,"Mumbai" "India","Plaisance" "Mauritius"
MK,"Mulhouse" "France","Paris" "France"
MK,"Paris" "France","Mulhouse" "France"
MK,"Paris" "France","Plaisance" "Mauritius"
MK,"Cape Town" "South Africa","Plaisance" "Mauritius"
MK,"Delhi" "India","Plaisance" "Mauritius"
MK,"Durban" "South Africa","Plaisance" "Mauritius"
MK,"Dubai" "United Arab Emirates","Plaisance" "Mauritius"
MK,"Hong Kong" "Hong Kong","Plaisance" "Mauritius"
MK,"Johannesburg" "South Africa","Plaisance" "Mauritius"
MK,"Kuala Lumpur" "Malaysia","Plaisance" "Mauritius"
MK,"Kuala Lumpur" "Malaysia","Singapore" "Singapore"
MK,"London" "United Kingdom","Plaisance" "Mauritius"
MK,"Madras" "India","Plaisance" "Mauritius"
MK,"Plaisance" "Mauritius","Bangalore" "India"
MK,"Plaisance" "Mauritius","Mumbai" "India"
MK,"Plaisance" "Mauritius","Paris" "France"
MK,"Plaisance" "Mauritius","Cape Town" "South Africa"
MK,"Plaisance" "Mauritius","Delhi" "India"
MK,"Plaisance" "Mauritius","Durban" "South Africa"
MK,"Plaisance" "Mauritius","Dubai" "United Arab Emirates"
MK,"Plaisance" "Mauritius","Hong Kong" "Hong Kong"
MK,"Plaisance" "Mauritius","Johannesburg" "South Africa"
MK,"Plaisance" "Mauritius","Kuala Lumpur" "Malaysia"
MK,"Plaisance" "Mauritius","London" "United Kingdom"
MK,"Plaisance" "Mauritius","Nairobi" "Kenya"
MK,"Plaisance" "Mauritius","Beijing" "China"
MK,"Plaisance" "Mauritius","Perth" "Australia"
MK,"Plaisance" "Mauritius","Shanghai" "China"
MK,"Plaisance" "Mauritius","Rodriguez Island" "Mauritius"
MK,"Plaisance" "Mauritius","St.-denis" "Reunion"
MK,"Plaisance" "Mauritius","Antananarivo" "Madagascar"
MK,"Plaisance" "Mauritius","St.-pierre" "Reunion"
MK,"Nairobi" "Kenya","Plaisance" "Mauritius"
MK,"Beijing" "China","Plaisance" "Mauritius"
MK,"Perth" "Australia","Plaisance" "Mauritius"
MK,"Shanghai" "China","Plaisance" "Mauritius"
MK,"Rodriguez Island" "Mauritius","Plaisance" "Mauritius"
MK,"St.-denis" "Reunion","Plaisance" "Mauritius"
MK,"Singapore" "Singapore","Kuala Lumpur" "Malaysia"
MK,"Antananarivo" "Madagascar","Plaisance" "Mauritius"
MK,"St.-pierre" "Reunion","Plaisance" "Mauritius"
MM,"Sapporo" "Japan","Osaka" "Japan"
MM,"Fukuoka" "Japan","Osaka" "Japan"
MM,"Hong Kong" "Hong Kong","Osaka" "Japan"
MM,"Seoul" "South Korea","Osaka" "Japan"
MM,"Ishigaki" "Japan","Osaka" "Japan"
MM,"Ishigaki" "Japan","Okinawa" "Japan"
MM,"Kaohsiung" "Taiwan","Osaka" "Japan"
MM,"Osaka" "Japan","Sapporo" "Japan"
MM,"Osaka" "Japan","Fukuoka" "Japan"
MM,"Osaka" "Japan","Hong Kong" "Hong Kong"
MM,"Osaka" "Japan","Seoul" "South Korea"
MM,"Osaka" "Japan","Ishigaki" "Japan"
MM,"Osaka" "Japan","Kaohsiung" "Taiwan"
MM,"Osaka" "Japan","Kagoshima" "Japan"
MM,"Osaka" "Japan","Matsuyama" "Japan"
MM,"Osaka" "Japan","Nagasaki" "Japan"
MM,"Osaka" "Japan","Tokyo" "Japan"
MM,"Osaka" "Japan","Okinawa" "Japan"
MM,"Osaka" "Japan","Busan" "South Korea"
MM,"Osaka" "Japan","Sendai" "Japan"
MM,"Osaka" "Japan","Taipei" "Taiwan"
MM,"Kagoshima" "Japan","Osaka" "Japan"
MM,"Matsuyama" "Japan","Osaka" "Japan"
MM,"Nagasaki" "Japan","Osaka" "Japan"
MM,"Tokyo" "Japan","Osaka" "Japan"
MM,"Okinawa" "Japan","Ishigaki" "Japan"
MM,"Okinawa" "Japan","Osaka" "Japan"
MM,"Okinawa" "Japan","Taipei" "Taiwan"
MM,"Busan" "South Korea","Osaka" "Japan"
MM,"Sendai" "Japan","Osaka" "Japan"
MM,"Taipei" "Taiwan","Osaka" "Japan"
MM,"Taipei" "Taiwan","Okinawa" "Japan"
MN,"Cape Town" "South Africa","Durban" "South Africa"
MN,"Cape Town" "South Africa","Johannesburg" "South Africa"
MN,"Cape Town" "South Africa","Johannesburg" "South Africa"
MN,"Durban" "South Africa","Cape Town" "South Africa"
MN,"Durban" "South Africa","Johannesburg" "South Africa"
MN,"Durban" "South Africa","Johannesburg" "South Africa"
